# ----------------------------------------
# wiki.ubc.ca
# Top Events
# 20140311-20140410
# ----------------------------------------

Event Label,Total Events,Unique Events,Event Value,Avg. Value
120292,1,1,0,0.00
120300,1,1,0,0.00
120336,1,1,0,0.00
120540,1,1,0,0.00
120723,1,1,0,0.00
12075,1,1,0,0.00
120996,1,1,0,0.00
121014,1,1,0,0.00
12130,1,1,0,0.00
12153,1,1,0,0.00
12168,1,1,0,0.00
12170,1,1,0,0.00
121716,1,1,0,0.00
121720,1,1,0,0.00
12180,1,1,0,0.00
12182,1,1,0,0.00
12189,1,1,0,0.00
12208,1,1,0,0.00
122232,1,1,0,0.00
1222792,1,1,0,0.00
12230,1,1,0,0.00
12243,1,1,0,0.00
1225219,1,1,0,0.00
122538,1,1,0,0.00
12254,1,1,0,0.00
12269,1,1,0,0.00
12273,1,1,0,0.00
12281,1,1,0,0.00
12287,1,1,0,0.00
12296,1,1,0,0.00
123080,1,1,0,0.00
123123,1,1,0,0.00
123147,1,1,0,0.00
12334,1,1,0,0.00
12338,1,1,0,0.00
12353,1,1,0,0.00
12361,1,1,0,0.00
12368,1,1,0,0.00
12374,1,1,0,0.00
123866,1,1,0,0.00
123920,1,1,0,0.00
124173,1,1,0,0.00
124187,1,1,0,0.00
124204,1,1,0,0.00
12434,1,1,0,0.00
124376,1,1,0,0.00
124451,1,1,0,0.00
12452,1,1,0,0.00
124761,1,1,0,0.00
12479,1,1,0,0.00
124850,1,1,0,0.00
12487,1,1,0,0.00
12507,1,1,0,0.00
1251734,1,1,0,0.00
125209,1,1,0,0.00
12522,1,1,0,0.00
12546,1,1,0,0.00
125467,1,1,0,0.00
125485,1,1,0,0.00
12561,1,1,0,0.00
12564,1,1,0,0.00
125643,1,1,0,0.00
12578,1,1,0,0.00
125929,1,1,0,0.00
125973,1,1,0,0.00
126129,1,1,0,0.00
126172,1,1,0,0.00
12621,1,1,0,0.00
126313,1,1,0,0.00
126317,1,1,0,0.00
126431,1,1,0,0.00
12650,1,1,0,0.00
1265095,1,1,0,0.00
12668,1,1,0,0.00
12677,1,1,0,0.00
12680,1,1,0,0.00
126804,1,1,0,0.00
126809,1,1,0,0.00
12689,1,1,0,0.00
126913,1,1,0,0.00
12693,1,1,0,0.00
12705,1,1,0,0.00
12707,1,1,0,0.00
127076,1,1,0,0.00
12729,1,1,0,0.00
1273303,1,1,0,0.00
12752,1,1,0,0.00
127648,1,1,0,0.00
127805,1,1,0,0.00
127822,1,1,0,0.00
127825,1,1,0,0.00
12793,1,1,0,0.00
12794,1,1,0,0.00
12815,1,1,0,0.00
12826,1,1,0,0.00
12827,1,1,0,0.00
12838,1,1,0,0.00
12845,1,1,0,0.00
128463,1,1,0,0.00
12852,1,1,0,0.00
12858,1,1,0,0.00
128670,1,1,0,0.00
128725,1,1,0,0.00
12874,1,1,0,0.00
128785,1,1,0,0.00
128868,1,1,0,0.00
128915,1,1,0,0.00
12893,1,1,0,0.00
12897,1,1,0,0.00
129441,1,1,0,0.00
1294707,1,1,0,0.00
129538,1,1,0,0.00
129603,1,1,0,0.00
129641,1,1,0,0.00
12970,1,1,0,0.00
129759,1,1,0,0.00
129780,1,1,0,0.00
13009,1,1,0,0.00
130279,1,1,0,0.00
13030,1,1,0,0.00
13050,1,1,0,0.00
130518,1,1,0,0.00
13056,1,1,0,0.00
130585,1,1,0,0.00
13085,1,1,0,0.00
13094,1,1,0,0.00
13106,1,1,0,0.00
131075,1,1,0,0.00
13108,1,1,0,0.00
131105,1,1,0,0.00
1312246,1,1,0,0.00
131270,1,1,0,0.00
131302,1,1,0,0.00
13142,1,1,0,0.00
13175,1,1,0,0.00
13187,1,1,0,0.00
13201,1,1,0,0.00
13203,1,1,0,0.00
132239,1,1,0,0.00
13230,1,1,0,0.00
132332,1,1,0,0.00
132459,1,1,0,0.00
132571,1,1,0,0.00
13258,1,1,0,0.00
1326086,1,1,0,0.00
13312,1,1,0,0.00
133375,1,1,0,0.00
133500,1,1,0,0.00
13352,1,1,0,0.00
13383,1,1,0,0.00
133855,1,1,0,0.00
13391,1,1,0,0.00
13413,1,1,0,0.00
134301,1,1,0,0.00
134404,1,1,0,0.00
134410,1,1,0,0.00
13442,1,1,0,0.00
13449,1,1,0,0.00
134596,1,1,0,0.00
134606,1,1,0,0.00
134611,1,1,0,0.00
134754,1,1,0,0.00
134919,1,1,0,0.00
134942,1,1,0,0.00
13496,1,1,0,0.00
13518,1,1,0,0.00
135256,1,1,0,0.00
13530,1,1,0,0.00
13531,1,1,0,0.00
135365,1,1,0,0.00
135504,1,1,0,0.00
13552,1,1,0,0.00
135611,1,1,0,0.00
13563,1,1,0,0.00
135679,1,1,0,0.00
13586,1,1,0,0.00
135948,1,1,0,0.00
13595,1,1,0,0.00
136009,1,1,0,0.00
136198,1,1,0,0.00
13624,1,1,0,0.00
13644,1,1,0,0.00
136563,1,1,0,0.00
136611,1,1,0,0.00
13706,1,1,0,0.00
137085,1,1,0,0.00
137300,1,1,0,0.00
13765,1,1,0,0.00
137692,1,1,0,0.00
137731,1,1,0,0.00
137871,1,1,0,0.00
13805,1,1,0,0.00
138238,1,1,0,0.00
13824,1,1,0,0.00
138290,1,1,0,0.00
13841,1,1,0,0.00
13859,1,1,0,0.00
13872,1,1,0,0.00
13890,1,1,0,0.00
138954,1,1,0,0.00
13909,1,1,0,0.00
1391045,1,1,0,0.00
139294,1,1,0,0.00
139400,1,1,0,0.00
139508,1,1,0,0.00
13959,1,1,0,0.00
13963,1,1,0,0.00
13987,1,1,0,0.00
13998,1,1,0,0.00
14004,1,1,0,0.00
140535,1,1,0,0.00
140555,1,1,0,0.00
14067,1,1,0,0.00
140717,1,1,0,0.00
14072,1,1,0,0.00
14078,1,1,0,0.00
14084,1,1,0,0.00
140842,1,1,0,0.00
140988,1,1,0,0.00
141201,1,1,0,0.00
14139,1,1,0,0.00
14154,1,1,0,0.00
14162,1,1,0,0.00
141753,1,1,0,0.00
141896,1,1,0,0.00
142025,1,1,0,0.00
14215,1,1,0,0.00
142305,1,1,0,0.00
14244,1,1,0,0.00
14252,1,1,0,0.00
142758,1,1,0,0.00
14281,1,1,0,0.00
142888,1,1,0,0.00
142991,1,1,0,0.00
143036,1,1,0,0.00
14322,1,1,0,0.00
1435098,1,1,0,0.00
143837,1,1,0,0.00
144461,1,1,0,0.00
14447,1,1,0,0.00
144519,1,1,0,0.00
144679,1,1,0,0.00
14468,1,1,0,0.00
14490,1,1,0,0.00
14491,1,1,0,0.00
144990,1,1,0,0.00
14506,1,1,0,0.00
145102,1,1,0,0.00
14513,1,1,0,0.00
145244,1,1,0,0.00
14529,1,1,0,0.00
145868,1,1,0,0.00
145940,1,1,0,0.00
14633,1,1,0,0.00
14636,1,1,0,0.00
146380,1,1,0,0.00
14644,1,1,0,0.00
14653,1,1,0,0.00
14686,1,1,0,0.00
1469461,1,1,0,0.00
14695,1,1,0,0.00
147002,1,1,0,0.00
147011,1,1,0,0.00
147043,1,1,0,0.00
14708,1,1,0,0.00
147303,1,1,0,0.00
14735,1,1,0,0.00
14736,1,1,0,0.00
14747,1,1,0,0.00
14750,1,1,0,0.00
14761,1,1,0,0.00
14771,1,1,0,0.00
14778,1,1,0,0.00
14779,1,1,0,0.00
14784,1,1,0,0.00
148083,1,1,0,0.00
148116,1,1,0,0.00
14825,1,1,0,0.00
14837,1,1,0,0.00
148426,1,1,0,0.00
148544,1,1,0,0.00
14876,1,1,0,0.00
148840,1,1,0,0.00
148920,1,1,0,0.00
14903,1,1,0,0.00
149032,1,1,0,0.00
14916,1,1,0,0.00
149298,1,1,0,0.00
149364,1,1,0,0.00
14937,1,1,0,0.00
149423,1,1,0,0.00
149684,1,1,0,0.00
14992,1,1,0,0.00
14995,1,1,0,0.00
14997,1,1,0,0.00
150050,1,1,0,0.00
150061,1,1,0,0.00
150245,1,1,0,0.00
150302,1,1,0,0.00
150309,1,1,0,0.00
150463,1,1,0,0.00
150528,1,1,0,0.00
150560,1,1,0,0.00
150646,1,1,0,0.00
150742,1,1,0,0.00
15078,1,1,0,0.00
150898,1,1,0,0.00
150957,1,1,0,0.00
1514191,1,1,0,0.00
151567,1,1,0,0.00
15172,1,1,0,0.00
15201,1,1,0,0.00
15202,1,1,0,0.00
152251,1,1,0,0.00
15231,1,1,0,0.00
15253,1,1,0,0.00
15259513,1,1,0,0.00
15269,1,1,0,0.00
15278,1,1,0,0.00
152832,1,1,0,0.00
152895,1,1,0,0.00
15297,1,1,0,0.00
152992,1,1,0,0.00
153013,1,1,0,0.00
153060,1,1,0,0.00
15347,1,1,0,0.00
15348,1,1,0,0.00
153489,1,1,0,0.00
153528,1,1,0,0.00
153562,1,1,0,0.00
15364,1,1,0,0.00
15395,1,1,0,0.00
154068,1,1,0,0.00
154163,1,1,0,0.00
1545142,1,1,0,0.00
15456,1,1,0,0.00
15459,1,1,0,0.00
154653,1,1,0,0.00
154811,1,1,0,0.00
15483,1,1,0,0.00
1548599,1,1,0,0.00
15487,1,1,0,0.00
154884,1,1,0,0.00
15493,1,1,0,0.00
154986,1,1,0,0.00
15509,1,1,0,0.00
155093,1,1,0,0.00
155113,1,1,0,0.00
15513,1,1,0,0.00
15542,1,1,0,0.00
155496,1,1,0,0.00
1555232,1,1,0,0.00
15584,1,1,0,0.00
155942,1,1,0,0.00
15605,1,1,0,0.00
156615,1,1,0,0.00
156657,1,1,0,0.00
15674,1,1,0,0.00
15682,1,1,0,0.00
157383,1,1,0,0.00
15741,1,1,0,0.00
15742997,1,1,0,0.00
1575281,1,1,0,0.00
15758,1,1,0,0.00
157591,1,1,0,0.00
15764,1,1,0,0.00
157660,1,1,0,0.00
157698,1,1,0,0.00
15770,1,1,0,0.00
157714,1,1,0,0.00
157771,1,1,0,0.00
15793,1,1,0,0.00
15802,1,1,0,0.00
158037,1,1,0,0.00
158304,1,1,0,0.00
15836,1,1,0,0.00
15846,1,1,0,0.00
158481,1,1,0,0.00
15859,1,1,0,0.00
158593,1,1,0,0.00
158718,1,1,0,0.00
158958,1,1,0,0.00
159110,1,1,0,0.00
15947,1,1,0,0.00
159497,1,1,0,0.00
159516,1,1,0,0.00
159539,1,1,0,0.00
15968,1,1,0,0.00
159748,1,1,0,0.00
159875,1,1,0,0.00
159879,1,1,0,0.00
160101,1,1,0,0.00
160102,1,1,0,0.00
16038,1,1,0,0.00
16043,1,1,0,0.00
160871,1,1,0,0.00
160919,1,1,0,0.00
160920,1,1,0,0.00
161203,1,1,0,0.00
16151,1,1,0,0.00
16234,1,1,0,0.00
162366,1,1,0,0.00
16248,1,1,0,0.00
16271,1,1,0,0.00
162760,1,1,0,0.00
163120,1,1,0,0.00
163155,1,1,0,0.00
16318,1,1,0,0.00
16334,1,1,0,0.00
163383,1,1,0,0.00
163491,1,1,0,0.00
1635,1,1,0,0.00
16380,1,1,0,0.00
16394,1,1,0,0.00
16401,1,1,0,0.00
16415,1,1,0,0.00
16423,1,1,0,0.00
164242,1,1,0,0.00
164262,1,1,0,0.00
16441,1,1,0,0.00
164551,1,1,0,0.00
16465,1,1,0,0.00
16480,1,1,0,0.00
16481,1,1,0,0.00
16485,1,1,0,0.00
16491,1,1,0,0.00
164974,1,1,0,0.00
16518,1,1,0,0.00
16560,1,1,0,0.00
165865,1,1,0,0.00
16635,1,1,0,0.00
166414,1,1,0,0.00
16642,1,1,0,0.00
166542,1,1,0,0.00
16655,1,1,0,0.00
16683,1,1,0,0.00
16708,1,1,0,0.00
16710,1,1,0,0.00
167329,1,1,0,0.00
167646,1,1,0,0.00
16773,1,1,0,0.00
168076,1,1,0,0.00
168219,1,1,0,0.00
1682619,1,1,0,0.00
16847,1,1,0,0.00
168559,1,1,0,0.00
16874882,1,1,0,0.00
16885,1,1,0,0.00
1689,1,1,0,0.00
16895,1,1,0,0.00
168978,1,1,0,0.00
169042,1,1,0,0.00
169098,1,1,0,0.00
169368,1,1,0,0.00
169508,1,1,0,0.00
169567,1,1,0,0.00
16960,1,1,0,0.00
16970,1,1,0,0.00
169797,1,1,0,0.00
17001,1,1,0,0.00
17017,1,1,0,0.00
170453,1,1,0,0.00
1705,1,1,0,0.00
17071,1,1,0,0.00
171300,1,1,0,0.00
17131,1,1,0,0.00
17133,1,1,0,0.00
17147,1,1,0,0.00
172050,1,1,0,0.00
172054,1,1,0,0.00
1722,1,1,0,0.00
17221,1,1,0,0.00
172371,1,1,0,0.00
172643,1,1,0,0.00
172936,1,1,0,0.00
173037,1,1,0,0.00
1731924,1,1,0,0.00
173262,1,1,0,0.00
17328,1,1,0,0.00
173358,1,1,0,0.00
17341,1,1,0,0.00
17345,1,1,0,0.00
1734688,1,1,0,0.00
17352,1,1,0,0.00
173583,1,1,0,0.00
173782,1,1,0,0.00
173805,1,1,0,0.00
173879,1,1,0,0.00
17405,1,1,0,0.00
17407,1,1,0,0.00
1742083,1,1,0,0.00
17426,1,1,0,0.00
17433,1,1,0,0.00
174523,1,1,0,0.00
17468,1,1,0,0.00
17472,1,1,0,0.00
174758,1,1,0,0.00
17496,1,1,0,0.00
175275,1,1,0,0.00
175573,1,1,0,0.00
1756676,1,1,0,0.00
17613,1,1,0,0.00
176484,1,1,0,0.00
17654,1,1,0,0.00
176789,1,1,0,0.00
17700,1,1,0,0.00
17722,1,1,0,0.00
17765,1,1,0,0.00
17820,1,1,0,0.00
178201,1,1,0,0.00
17844,1,1,0,0.00
178560,1,1,0,0.00
17857,1,1,0,0.00
178649,1,1,0,0.00
17918,1,1,0,0.00
17928,1,1,0,0.00
1793,1,1,0,0.00
179392,1,1,0,0.00
17944,1,1,0,0.00
17947,1,1,0,0.00
179731,1,1,0,0.00
179995,1,1,0,0.00
18001,1,1,0,0.00
18024,1,1,0,0.00
18025,1,1,0,0.00
180302,1,1,0,0.00
18051,1,1,0,0.00
180787,1,1,0,0.00
1809,1,1,0,0.00
18096,1,1,0,0.00
18107,1,1,0,0.00
1815,1,1,0,0.00
18154,1,1,0,0.00
18163,1,1,0,0.00
18181,1,1,0,0.00
181821,1,1,0,0.00
18206,1,1,0,0.00
18208,1,1,0,0.00
18216,1,1,0,0.00
182254,1,1,0,0.00
18236,1,1,0,0.00
182388,1,1,0,0.00
182476,1,1,0,0.00
18270,1,1,0,0.00
182777,1,1,0,0.00
18287,1,1,0,0.00
18297,1,1,0,0.00
183037,1,1,0,0.00
183131,1,1,0,0.00
183239,1,1,0,0.00
18369,1,1,0,0.00
183866,1,1,0,0.00
184011,1,1,0,0.00
184175,1,1,0,0.00
184273,1,1,0,0.00
184305,1,1,0,0.00
184329,1,1,0,0.00
184566,1,1,0,0.00
18479,1,1,0,0.00
184798,1,1,0,0.00
184951,1,1,0,0.00
184963,1,1,0,0.00
18512,1,1,0,0.00
18515,1,1,0,0.00
18516,1,1,0,0.00
18616,1,1,0,0.00
186172,1,1,0,0.00
186200,1,1,0,0.00
18685,1,1,0,0.00
187081,1,1,0,0.00
18715,1,1,0,0.00
187284,1,1,0,0.00
18742,1,1,0,0.00
18745,1,1,0,0.00
187459,1,1,0,0.00
18755,1,1,0,0.00
18765,1,1,0,0.00
1878,1,1,0,0.00
188128,1,1,0,0.00
18813,1,1,0,0.00
18828,1,1,0,0.00
188950,1,1,0,0.00
18905,1,1,0,0.00
18918,1,1,0,0.00
18919,1,1,0,0.00
189547,1,1,0,0.00
18968,1,1,0,0.00
189686,1,1,0,0.00
18969,1,1,0,0.00
18975,1,1,0,0.00
189898,1,1,0,0.00
18991,1,1,0,0.00
19007,1,1,0,0.00
190155,1,1,0,0.00
190415,1,1,0,0.00
190484,1,1,0,0.00
1906386,1,1,0,0.00
19075,1,1,0,0.00
190872,1,1,0,0.00
191161,1,1,0,0.00
191530,1,1,0,0.00
19155,1,1,0,0.00
19183,1,1,0,0.00
19203,1,1,0,0.00
19213,1,1,0,0.00
19293,1,1,0,0.00
19337,1,1,0,0.00
19358,1,1,0,0.00
193894,1,1,0,0.00
1941,1,1,0,0.00
19423,1,1,0,0.00
19426,1,1,0,0.00
19438,1,1,0,0.00
19451,1,1,0,0.00
19455,1,1,0,0.00
194698,1,1,0,0.00
195029,1,1,0,0.00
19544,1,1,0,0.00
19584,1,1,0,0.00
1959,1,1,0,0.00
195953,1,1,0,0.00
195994,1,1,0,0.00
196039,1,1,0,0.00
19629,1,1,0,0.00
196325,1,1,0,0.00
196397,1,1,0,0.00
196474,1,1,0,0.00
19650,1,1,0,0.00
19679,1,1,0,0.00
1972,1,1,0,0.00
19748,1,1,0,0.00
19768,1,1,0,0.00
19778,1,1,0,0.00
19788,1,1,0,0.00
198036,1,1,0,0.00
198116,1,1,0,0.00
198190,1,1,0,0.00
19834,1,1,0,0.00
1983935,1,1,0,0.00
19842,1,1,0,0.00
198847,1,1,0,0.00
19889,1,1,0,0.00
19986,1,1,0,0.00
200050,1,1,0,0.00
2003,1,1,0,0.00
20041,1,1,0,0.00
200418,1,1,0,0.00
200500,1,1,0,0.00
20064,1,1,0,0.00
200805,1,1,0,0.00
2011,1,1,0,0.00
201127,1,1,0,0.00
20128,1,1,0,0.00
20129,1,1,0,0.00
201606,1,1,0,0.00
2017,1,1,0,0.00
20223,1,1,0,0.00
2023,1,1,0,0.00
2025,1,1,0,0.00
20250,1,1,0,0.00
202587,1,1,0,0.00
202622,1,1,0,0.00
20274,1,1,0,0.00
202906,1,1,0,0.00
203081,1,1,0,0.00
203121,1,1,0,0.00
203262,1,1,0,0.00
203544,1,1,0,0.00
203946,1,1,0,0.00
204687,1,1,0,0.00
20498,1,1,0,0.00
205025,1,1,0,0.00
205047,1,1,0,0.00
20551,1,1,0,0.00
20557,1,1,0,0.00
205620,1,1,0,0.00
20563,1,1,0,0.00
20573,1,1,0,0.00
20588,1,1,0,0.00
205967,1,1,0,0.00
206283,1,1,0,0.00
206306,1,1,0,0.00
206667,1,1,0,0.00
20670,1,1,0,0.00
20703,1,1,0,0.00
20705,1,1,0,0.00
20748,1,1,0,0.00
20755,1,1,0,0.00
207555,1,1,0,0.00
207721,1,1,0,0.00
20781,1,1,0,0.00
207894,1,1,0,0.00
208194,1,1,0,0.00
20854,1,1,0,0.00
20858,1,1,0,0.00
20874,1,1,0,0.00
2089,1,1,0,0.00
2092,1,1,0,0.00
20929,1,1,0,0.00
20943,1,1,0,0.00
209486,1,1,0,0.00
